airline,flight_num,origin_airport,dest_airport,month,day_of_month,day_of_week,dep_time,arr_time,dep_delay,arr_delay,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,is_delayed
WN,9917,CLT,MCO,6,17,5,1692,1900,11.504898736599328,11.504898736599328,808,88,0.0,0.0,0.0,0.0,0.0,0
F9,1550,CLT,ATL,7,23,5,2200,116,0.0,0.0,1670,196,0.0,0.0,0.0,0.0,0.0,0
UA,9907,MCO,EWR,9,6,1,217,436,0.0,0.0,1098,139,0.0,0.0,0.0,0.0,0.0,0
AS,2187,SFO,DEN,7,17,3,2222,41,15.081272792563631,17.607931718372505,1485,139,0.0,0.0,0.0,0.0,2.526658925808876,1
US,1808,DFW,JFK,5,12,5,1604,2017,0.0,0.0,2381,253,0.0,0.0,0.0,0.0,0.0,0
F9,4820,DFW,FLL,6,2,6,114,426,5.415346238943459,5.415346238943459,1990,192,0.0,0.0,0.0,0.0,0.0,0
AS,4265,MSP,LGA,9,12,4,1788,1927,4.779422810385669,5.752380992810898,586,59,0.9729581824252289,0.0,0.0,0.0,0.0,0
DL,1797,PHL,DEN,12,3,3,1693,2009,14.806535340694804,14.806535340694804,1667,156,0.0,0.0,0.0,0.0,0.0,0
DL,1092,EWR,DTW,4,10,6,1697,1807,15.02946217179225,15.02946217179225,291,30,0.0,0.0,0.0,0.0,0.0,1
B6,8368,DTW,MIA,10,10,4,2085,2242,13.172949381981237,13.172949381981237,657,77,0.0,0.0,0.0,0.0,0.0,0
UA,6412,MSP,CLT,7,24,2,2246,6,11.246036288489117,15.086751924285698,564,80,0.0,0.0,3.840715635796581,0.0,0.0,1
AS,5496,PHL,PHX,1,1,7,1691,2113,18.60224988945906,18.60224988945906,2198,222,0.0,0.0,0.0,0.0,0.0,1
B6,8491,SEA,BOS,6,28,3,1394,1919,23.702773521982103,23.702773521982103,2691,285,0.0,0.0,0.0,0.0,0.0,1
B6,1705,DEN,CLT,3,24,2,82,358,14.719030750793612,14.719030750793612,1350,156,0.0,0.0,0.0,0.0,0.0,0
NK,3689,LAS,PHL,11,4,6,1852,2203,21.25313342517513,21.25313342517513,2188,191,0.0,0.0,0.0,0.0,0.0,1
HA,2130,LAS,LAX,2,12,3,2212,2308,4.144456371488549,4.144456371488549,350,56,0.0,0.0,0.0,0.0,0.0,0
UA,8844,SFO,DEN,12,10,7,2324,11,36.18344771722054,36.18344771722054,425,47,0.0,0.0,0.0,0.0,0.0,1
HA,6619,SFO,PHX,11,24,2,190,511,23.124639606524,23.124639606524,1417,161,0.0,0.0,0.0,0.0,0.0,1
WN,4248,ATL,PHX,8,2,7,572,1112,0.0,0.0,2985,300,0.0,0.0,0.0,0.0,0.0,0
DL,8673,BOS,EWR,2,9,4,569,1015,12.096739984368712,12.096739984368712,2349,246,0.0,0.0,0.0,0.0,0.0,0
DL,7681,MSP,SFO,10,2,6,2095,2309,19.42432990361678,19.42432990361678,1289,94,0.0,0.0,0.0,0.0,0.0,1
B6,6397,PHX,MSP,2,4,6,167,237,15.235743435221725,15.235743435221725,159,30,0.0,0.0,0.0,0.0,0.0,1
B6,1128,CLT,DFW,2,7,4,36,106,0.0,0.0,232,30,0.0,0.0,0.0,0.0,0.0,0
DL,6932,MCO,LAX,11,2,6,1702,1745,6.5403850101000325,6.5403850101000325,122,43,0.0,0.0,0.0,0.0,0.0,0
US,9241,ORD,LGA,7,1,2,573,937,15.488091019197553,18.343926468129464,1716,204,2.855835448931911,0.0,0.0,0.0,0.0,1
AA,4012,LGA,LGA,4,18,6,760,1044,14.8183772782909,14.8183772782909,1922,164,0.0,0.0,0.0,0.0,0.0,0
UA,5926,CLT,SEA,9,3,5,364,434,21.26963863330392,21.26963863330392,561,30,0.0,0.0,0.0,0.0,0.0,1
WN,7402,FLL,EWR,12,14,3,1230,1427,2.747286130001825,2.747286130001825,1128,117,0.0,0.0,0.0,0.0,0.0,0
AS,1952,MCO,BOS,3,24,5,2302,135,12.891186574541546,12.891186574541546,1787,153,0.0,0.0,0.0,0.0,0.0,0
F9,3118,EWR,PHX,4,26,5,1632,1949,0.6805930762001005,0.6805930762001005,2014,197,0.0,0.0,0.0,0.0,0.0,0
AA,8867,JFK,LAS,5,6,3,212,743,11.066537742855362,11.066537742855362,2867,331,0.0,0.0,0.0,0.0,0.0,0
NK,8858,SFO,SEA,5,5,7,2007,2050,3.5430546358906474,3.5430546358906474,531,43,0.0,0.0,0.0,0.0,0.0,0
AS,6963,MCO,FLL,2,14,1,1846,2018,28.75210469871568,28.75210469871568,602,92,0.0,0.0,0.0,0.0,0.0,1
AA,6913,DEN,LAX,12,27,5,1329,1656,42.22372243837787,43.8169830017249,1956,207,0.0,0.0,1.5932605633470307,0.0,0.0,1
HA,6598,SEA,DTW,2,9,3,904,1425,0.0,0.0,2791,321,0.0,0.0,0.0,0.0,0.0,0
DL,5445,PHL,PHL,3,19,2,2274,15,0.0,0.0,879,61,0.0,0.0,0.0,0.0,0.0,0
WN,740,SFO,ORD,2,6,1,1029,1412,15.455871116035985,15.455871116035985,2398,223,0.0,0.0,0.0,0.0,0.0,1
NK,6805,DEN,LAX,1,2,4,354,835,24.450609054068046,24.450609054068046,2764,281,0.0,0.0,0.0,0.0,0.0,1
DL,9540,LAX,DEN,10,6,2,856,1312,12.04229836481764,31.404822831047724,2498,256,9.295465379426371,0.0,0.0,0.0,10.067059086803711,1
F9,7537,LAS,ORD,6,20,6,485,706,34.52109632093757,48.132295860734196,1153,101,0.0,0.0,0.0,0.0,13.61119953979662,1
HA,7994,FLL,ATL,7,6,6,1536,1606,0.0,0.0,238,30,0.0,0.0,0.0,0.0,0.0,0
DL,5507,FLL,PHX,3,10,1,1965,2211,21.116876347163526,21.116876347163526,1140,126,0.0,0.0,0.0,0.0,0.0,1
HA,3414,CLT,SFO,2,24,6,1416,1455,24.533180685743385,24.533180685743385,321,39,0.0,0.0,0.0,0.0,0.0,1
AA,1986,MSP,SEA,12,11,5,1387,1739,36.80861206526146,36.80861206526146,1868,192,0.0,0.0,0.0,0.0,0.0,1
B6,2593,CLT,EWR,9,22,7,1736,2212,0.6698184033604235,0.6698184033604235,2635,276,0.0,0.0,0.0,0.0,0.0,0
US,6572,JFK,LGA,4,8,4,2091,0,10.20162157503496,10.20162157503496,1630,149,0.0,0.0,0.0,0.0,0.0,0
B6,6891,DEN,PHL,4,23,3,287,505,30.999339238821992,30.999339238821992,949,98,0.0,0.0,0.0,0.0,0.0,1
NK,9547,EWR,FLL,8,19,2,1845,2255,23.23793828396347,23.23793828396347,2474,250,0.0,0.0,0.0,0.0,0.0,1
NK,5309,LAX,LAX,5,16,6,118,203,0.0,0.0,863,45,0.0,0.0,0.0,0.0,0.0,0
NK,3372,SEA,DTW,12,7,1,2038,2112,24.861382206302217,24.861382206302217,435,34,0.0,0.0,0.0,0.0,0.0,1
UA,3860,ATL,EWR,7,17,5,544,748,16.69468801285791,47.577925699400296,1587,124,0.0,0.0,0.0,0.0,30.883237686542387,1
F9,8754,ATL,ORD,6,24,6,2303,34,0.0,0.0,916,91,0.0,0.0,0.0,0.0,0.0,0
AA,2635,LAS,PHL,9,9,7,1954,2039,0.0,0.0,380,45,0.0,0.0,0.0,0.0,0.0,0
HA,3006,LGA,PHL,6,13,7,9,255,21.200878702508753,21.200878702508753,1596,166,0.0,0.0,0.0,0.0,0.0,1
F9,9109,MCO,EWR,6,11,3,527,557,8.636019526162565,8.636019526162565,236,30,0.0,0.0,0.0,0.0,0.0,0
UA,7140,LAS,LGA,11,25,6,635,908,30.017154746107312,30.017154746107312,1576,153,0.0,0.0,0.0,0.0,0.0,1
F9,6916,DEN,CLT,11,4,4,1501,1715,8.752353522378282,30.032825069202346,1512,134,21.280471546824064,0.0,0.0,0.0,0.0,1
US,9415,EWR,ATL,4,28,2,178,331,15.804624144656394,15.804624144656394,669,73,0.0,0.0,0.0,0.0,0.0,1
AA,7198,MCO,LAS,12,20,2,1079,1513,6.278756779504258,21.900451287609012,2320,234,3.9479079385267903,0.0,0.0,0.0,11.673786569577963,1
B6,2868,EWR,FLL,4,21,3,2067,206,8.590285033411979,55.41716105916034,2588,299,0.0,0.0,0.0,46.82687602574836,0.0,1
NK,6962,ATL,JFK,9,8,6,1439,1839,0.0,0.0,2440,240,0.0,0.0,0.0,0.0,0.0,0
UA,2578,LAS,FLL,9,15,3,1973,2335,41.57999862662618,41.733230568064414,1910,202,0.15323194143823304,0.0,0.0,0.0,0.0,1
NK,2241,DEN,DFW,12,25,3,1835,2157,4.6804051716443515,14.426704783865464,2164,202,0.0,0.0,9.746299612221112,0.0,0.0,0
WN,3195,SEA,BOS,8,7,1,845,936,31.894984294106848,37.783606434224275,720,51,0.0,0.0,0.0,0.0,5.888622140117429,1
AA,7875,EWR,DFW,6,8,3,1462,1532,8.20422428717476,18.491950932719828,448,30,0.0,0.0,10.287726645545067,0.0,0.0,1
AS,7574,ORD,DFW,7,20,1,846,1025,7.595225049986876,7.595225049986876,1302,99,0.0,0.0,0.0,0.0,0.0,0
AA,9807,PHX,LAS,7,19,2,1422,1532,0.0,0.0,747,70,0.0,0.0,0.0,0.0,0.0,0
UA,3338,ATL,MCO,3,9,7,1831,2257,9.259825672002155,9.259825672002155,2633,266,0.0,0.0,0.0,0.0,0.0,0
AA,5677,SEA,PHL,1,5,6,1140,1312,11.904259321881064,18.411409167406134,997,92,0.0,6.507149845525072,0.0,0.0,0.0,1
HA,5480,ATL,PHL,6,4,3,500,701,1.4685457353103892,1.4685457353103892,1184,121,0.0,0.0,0.0,0.0,0.0,0
AS,19,SFO,SFO,1,18,7,805,1049,16.915604146749182,16.915604146749182,1476,164,0.0,0.0,0.0,0.0,0.0,1
AS,3456,LAS,DTW,7,26,2,1713,1942,19.632063739023536,19.632063739023536,1475,149,0.0,0.0,0.0,0.0,0.0,1
NK,1364,DEN,ORD,10,24,3,553,723,4.406474745158356,4.406474745158356,878,90,0.0,0.0,0.0,0.0,0.0,0
NK,3911,PHL,DTW,10,23,2,1724,1910,3.813104020718674,3.813104020718674,1096,106,0.0,0.0,0.0,0.0,0.0,0
F9,6013,MIA,PHL,6,20,3,496,631,0.0,0.0,497,55,0.0,0.0,0.0,0.0,0.0,0
WN,749,LAS,MSP,6,19,2,1762,1930,13.006942094937628,13.006942094937628,297,88,0.0,0.0,0.0,0.0,0.0,0
AA,6427,MIA,MIA,12,23,2,1853,2149,13.450904731003323,25.238569139580946,1579,176,8.356941877257512,3.4307225313201126,0.0,0.0,0.0,1
UA,9259,DTW,LGA,12,28,6,590,747,0.0,0.0,1195,77,0.0,0.0,0.0,0.0,0.0,0
B6,9902,FLL,LAX,6,11,1,226,722,18.224966707325493,18.224966707325493,2922,296,0.0,0.0,0.0,0.0,0.0,1
WN,4942,FLL,MIA,2,16,4,264,824,27.019480994724113,27.019480994724113,2804,320,0.0,0.0,0.0,0.0,0.0,1
US,4617,PHX,SEA,7,3,6,335,758,40.284880731270256,40.284880731270256,2911,263,0.0,0.0,0.0,0.0,0.0,1
AS,1995,BOS,LGA,6,10,3,1098,1415,0.0,0.0,1795,157,0.0,0.0,0.0,0.0,0.0,0
F9,8306,CLT,LGA,11,8,6,1444,1740,0.0,10.533694121249876,1908,176,0.0,0.0,0.0,0.0,10.533694121249876,0
DL,2094,DEN,MIA,11,28,4,1738,2113,0.0,14.773855529970096,2159,215,0.0,0.0,14.773855529970096,0.0,0.0,0
AS,8543,LAX,CLT,12,15,1,1516,1546,1.7197469170646862,1.7197469170646862,449,30,0.0,0.0,0.0,0.0,0.0,0
AS,3353,MSP,DFW,12,19,3,695,1121,0.0,15.66004903984522,1941,226,0.0,0.0,0.0,0.0,15.66004903984522,1
US,6156,ORD,SEA,6,21,2,567,959,12.526503499273796,28.428935810702377,2499,232,0.0,0.0,15.902432311428582,0.0,0.0,1
HA,7223,PHL,MSP,3,25,5,722,1128,5.563239437856541,5.563239437856541,2235,246,0.0,0.0,0.0,0.0,0.0,0
WN,8991,MSP,PHL,5,14,3,962,1401,12.063113574399454,12.063113574399454,2143,239,0.0,0.0,0.0,0.0,0.0,0
F9,8094,LGA,SFO,1,4,2,1924,2315,11.319890917973375,11.319890917973375,2347,231,0.0,0.0,0.0,0.0,0.0,0
B6,4963,LGA,LAS,6,13,4,2309,147,16.192540333810697,16.192540333810697,1378,158,0.0,0.0,0.0,0.0,0.0,1
US,3893,ORD,DEN,7,15,3,1172,1651,3.129018137377173,9.40820138792931,2701,279,0.0,0.0,6.279183250552138,0.0,0.0,0
B6,8445,ATL,MSP,9,8,6,396,921,11.50924412276785,11.50924412276785,2636,285,0.0,0.0,0.0,0.0,0.0,0
AA,3589,MCO,PHL,10,19,5,1728,2107,5.856945225353265,9.748745636976341,2077,219,3.891800411623077,0.0,0.0,0.0,0.0,0
B6,7164,FLL,BOS,3,5,4,1120,1310,0.0,0.0,1101,110,0.0,0.0,0.0,0.0,0.0,0
HA,6956,PHX,ORD,9,25,6,2068,2158,15.80550689659341,15.80550689659341,462,50,0.0,0.0,0.0,0.0,0.0,1
F9,332,PHL,SFO,1,28,4,571,747,0.0,3.6539692254930434,951,96,3.6539692254930434,0.0,0.0,0.0,0.0,0
F9,3218,BOS,DEN,1,15,2,1131,1518,22.084677132368327,22.084677132368327,2400,227,0.0,0.0,0.0,0.0,0.0,1
DL,8140,SEA,ATL,8,2,5,2093,213,10.808365143717207,10.808365143717207,2834,280,0.0,0.0,0.0,0.0,0.0,0
NK,8470,MIA,MSP,6,17,2,357,812,7.561376242828709,29.525058885397073,2454,255,21.963682642568365,0.0,0.0,0.0,0.0,1
B6,5642,LGA,MIA,2,11,2,291,806,10.673628723951111,10.673628723951111,2646,275,0.0,0.0,0.0,0.0,0.0,0
AS,3390,MCO,MIA,2,10,2,2252,100,22.079248499168024,22.079248499168024,1205,128,0.0,0.0,0.0,0.0,0.0,1
HA,9255,SEA,LAS,8,1,6,2186,227,16.29145388616759,30.056044308605113,2723,241,0.0,0.0,0.0,0.0,13.764590422437522,1
NK,4688,LAS,DFW,4,25,6,1008,1244,0.0,6.450750456151388,1438,156,0.0,0.0,3.813848501960953,0.0,2.636901954190435,0
NK,7639,DEN,MIA,1,1,4,980,1407,0.0,0.0,2258,227,0.0,0.0,0.0,0.0,0.0,0
WN,4770,SEA,LAS,12,7,5,320,350,7.415494576157029,7.415494576157029,204,30,0.0,0.0,0.0,0.0,0.0,0
UA,2940,ORD,PHX,2,7,4,691,1145,0.0,0.0,2935,254,0.0,0.0,0.0,0.0,0.0,0
F9,5162,MSP,LAX,5,20,2,1816,1856,18.6115085957072,18.6115085957072,743,40,0.0,0.0,0.0,0.0,0.0,1
UA,592,DEN,ORD,4,22,7,1968,2357,34.071199510103625,35.96496506560498,1975,229,0.0,0.0,1.8937655555013517,0.0,0.0,1
AS,2677,MCO,DTW,5,14,1,1188,1359,5.862188370755517,5.862188370755517,831,91,0.0,0.0,0.0,0.0,0.0,0
B6,330,LAS,JFK,7,2,2,1766,1905,2.3730441165631397,35.09316772218308,869,59,0.0,0.0,9.796901214495822,0.0,22.923222391124124,1
DL,2710,MIA,SEA,2,28,6,2006,37,8.425837633776382,19.221659748308216,2861,271,10.795822114531834,0.0,0.0,0.0,0.0,1
HA,7151,MIA,PHL,9,17,4,1797,2115,8.814791295538488,8.814791295538488,1849,158,0.0,0.0,0.0,0.0,0.0,0
B6,6098,LAS,JFK,8,1,4,157,628,9.732787893691572,9.732787893691572,2759,271,0.0,0.0,0.0,0.0,0.0,0
HA,402,MCO,EWR,5,26,3,33,441,32.94519318822867,32.94519318822867,2260,248,0.0,0.0,0.0,0.0,0.0,1
B6,6318,ORD,BOS,10,15,2,1989,122,7.59966722358914,7.59966722358914,2849,293,0.0,0.0,0.0,0.0,0.0,0
NK,8085,PHL,EWR,6,7,7,1452,1847,24.281103466243763,24.281103466243763,2392,235,0.0,0.0,0.0,0.0,0.0,1
WN,6368,ATL,BOS,10,16,2,1006,1251,0.0,0.0,2010,165,0.0,0.0,0.0,0.0,0.0,0
US,112,JFK,SFO,6,17,5,1041,1214,30.976858986077964,30.976858986077964,1314,93,0.0,0.0,0.0,0.0,0.0,1
UA,8446,JFK,DFW,6,18,6,1305,1638,30.225990254664662,30.225990254664662,2150,213,0.0,0.0,0.0,0.0,0.0,1
UA,3236,BOS,DTW,3,4,6,1448,1953,19.0053658536358,19.0053658536358,2966,305,0.0,0.0,0.0,0.0,0.0,1
UA,408,CLT,FLL,7,18,7,2148,158,0.0,6.6432222641639855,2615,250,6.6432222641639855,0.0,0.0,0.0,0.0,0
NK,395,LAS,MSP,3,5,1,596,1041,18.249050121470603,18.249050121470603,2288,245,0.0,0.0,0.0,0.0,0.0,1
B6,7166,LAX,MCO,12,8,2,928,1252,19.268795728068675,19.268795728068675,2021,204,0.0,0.0,0.0,0.0,0.0,1
US,4041,JFK,SFO,4,24,2,1059,1515,8.98318207570932,8.98318207570932,2614,256,0.0,0.0,0.0,0.0,0.0,0
F9,8823,DFW,SEA,1,11,4,1066,1541,0.0,0.0,2909,275,0.0,0.0,0.0,0.0,0.0,0
UA,9768,ATL,ORD,10,23,4,330,501,0.0,0.0,925,91,0.0,0.0,0.0,0.0,0.0,0
UA,1430,LAS,FLL,3,20,1,244,423,12.44250965272185,12.44250965272185,1294,99,0.0,0.0,0.0,0.0,0.0,0
US,6916,DTW,MSP,12,15,7,1380,1916,26.291394535505052,26.291394535505052,2941,296,0.0,0.0,0.0,0.0,0.0,1
NK,995,LAS,FLL,7,21,7,2324,148,0.0,0.0,1486,144,0.0,0.0,0.0,0.0,0.0,0
AA,5582,ATL,MIA,3,18,4,508,538,19.954389085160933,19.954389085160933,286,30,0.0,0.0,0.0,0.0,0.0,1
B6,8127,LAX,BOS,10,25,7,1634,1902,20.426862304338243,50.30864780059043,1396,148,0.0,0.0,0.0,0.0,29.881785496252185,1
DL,3446,BOS,JFK,2,18,7,1442,1512,12.133988087437707,12.133988087437707,108,30,0.0,0.0,0.0,0.0,0.0,0
DL,4034,LAX,ATL,12,15,1,2331,224,10.442782845230889,10.442782845230889,1684,173,0.0,0.0,0.0,0.0,0.0,0
NK,7735,DEN,BOS,5,3,5,9,52,22.746569876884717,22.746569876884717,525,43,0.0,0.0,0.0,0.0,0.0,1
UA,1511,MCO,LGA,6,27,7,1551,1941,11.362085233761622,34.23322829679657,1944,230,0.0,0.0,0.0,0.0,22.871143063034943,1
AS,5794,DTW,ATL,5,6,5,2290,415,25.455129475825924,25.455129475825924,2673,285,0.0,0.0,0.0,0.0,0.0,1
F9,1344,MSP,MIA,7,27,3,2167,2339,2.5132312106083896,2.5132312106083896,676,92,0.0,0.0,0.0,0.0,0.0,0
US,7375,MCO,EWR,6,27,4,555,948,14.786821452755628,14.786821452755628,2384,233,0.0,0.0,0.0,0.0,0.0,0
B6,543,SEA,BOS,2,2,7,2155,2303,0.0,0.0,590,68,0.0,0.0,0.0,0.0,0.0,0
WN,9459,EWR,ORD,8,20,5,2329,345,2.3250392075038446,2.3250392075038446,2443,256,0.0,0.0,0.0,0.0,0.0,0
AA,8541,CLT,PHX,8,6,6,630,738,5.878593712390778,5.878593712390778,374,68,0.0,0.0,0.0,0.0,0.0,0
F9,3442,LGA,JFK,2,6,2,1152,1529,11.881164710940986,11.881164710940986,1811,217,0.0,0.0,0.0,0.0,0.0,0
AS,3910,DFW,DEN,3,11,6,1516,1643,14.657492701250462,14.657492701250462,661,87,0.0,0.0,0.0,0.0,0.0,0
NK,2895,JFK,ATL,11,8,3,783,1150,29.957372888469042,29.957372888469042,2135,207,0.0,0.0,0.0,0.0,0.0,1
UA,1056,ATL,DFW,9,20,1,2161,2231,33.23210140932407,33.23210140932407,656,30,0.0,0.0,0.0,0.0,0.0,1
WN,2594,LAS,ORD,3,20,7,88,241,12.739586202159849,33.546485498306346,630,73,20.806899296146497,0.0,0.0,0.0,0.0,1
US,695,FLL,DTW,7,14,6,1179,1328,36.54066589246639,36.54066589246639,1083,69,0.0,0.0,0.0,0.0,0.0,1
AS,5413,MIA,MIA,7,24,5,1272,1625,41.6415431546685,41.6415431546685,1747,193,0.0,0.0,0.0,0.0,0.0,1
US,8820,LAS,PHL,2,11,1,366,657,0.0,0.0,1521,171,0.0,0.0,0.0,0.0,0.0,0
DL,6531,SEA,LAS,8,5,4,2288,212,17.38692516063829,17.38692516063829,1886,164,0.0,0.0,0.0,0.0,0.0,1
AA,2443,DEN,PHL,4,23,2,193,655,1.9657674761109334,1.9657674761109334,2411,262,0.0,0.0,0.0,0.0,0.0,0
AA,3294,LAX,LAX,7,11,7,751,1105,0.0,3.10443306089568,1984,194,0.0,0.0,0.0,0.0,3.10443306089568,0
AA,9359,DEN,DTW,7,18,7,1247,1335,5.391797312368595,9.791701005300006,563,48,4.399903692931409,0.0,0.0,0.0,0.0,0
AS,3621,LGA,ATL,11,17,2,53,310,32.36039416354362,32.36039416354362,1141,137,0.0,0.0,0.0,0.0,0.0,1
HA,2911,DTW,MCO,8,5,3,263,355,40.75793682139883,40.75793682139883,740,52,0.0,0.0,0.0,0.0,0.0,1
HA,9267,DEN,FLL,5,19,7,1529,1841,20.541699131967988,20.541699131967988,2265,192,0.0,0.0,0.0,0.0,0.0,1
NK,9587,LGA,PHX,4,4,5,1620,1650,0.0,0.0,244,30,0.0,0.0,0.0,0.0,0.0,0
AA,3492,DFW,DFW,9,23,5,1943,42,23.44626524810831,23.44626524810831,2899,299,0.0,0.0,0.0,0.0,0.0,1
AS,8765,LAX,CLT,8,24,3,410,758,3.0368026541818987,3.0368026541818987,2592,228,0.0,0.0,0.0,0.0,0.0,0
UA,9663,DEN,FLL,1,16,4,885,1318,16.120887840965906,52.83043747040543,2573,233,0.0,36.70954962943952,0.0,0.0,0.0,1
NK,440,CLT,ATL,5,4,3,590,1045,12.337499220562101,12.337499220562101,2661,255,0.0,0.0,0.0,0.0,0.0,0
US,2216,EWR,PHL,2,14,2,1243,1313,6.259492250801184,6.259492250801184,121,30,0.0,0.0,0.0,0.0,0.0,0
HA,2728,DEN,FLL,10,24,5,951,1123,15.405801400750848,15.405801400750848,721,92,0.0,0.0,0.0,0.0,0.0,1
HA,3206,LGA,PHX,8,21,6,637,939,0.0,0.0,1821,182,0.0,0.0,0.0,0.0,0.0,0
NK,4760,SFO,MCO,12,28,1,2072,2309,0.0,0.0,1320,117,0.0,0.0,0.0,0.0,0.0,0
WN,5059,JFK,DEN,10,4,4,251,612,0.0,0.0,1751,201,0.0,0.0,0.0,0.0,0.0,0
US,6883,ATL,MIA,2,5,3,1330,1553,12.6583275858758,12.6583275858758,1519,143,0.0,0.0,0.0,0.0,0.0,0
F9,6486,EWR,MSP,7,13,6,109,448,19.764618875070738,38.978396455726916,2231,219,0.0,0.0,19.213777580656178,0.0,0.0,1
UA,8232,PHL,MIA,11,28,3,1057,1222,19.540779904619026,24.681345887803836,1311,85,0.0,0.0,0.0,0.0,5.1405659831848105,1
UA,7315,FLL,ATL,1,23,3,1409,1725,9.010676126915802,9.010676126915802,1543,196,0.0,0.0,0.0,0.0,0.0,0
WN,7972,SFO,PHL,4,5,4,10,244,13.196454817414628,13.196454817414628,1265,154,0.0,0.0,0.0,0.0,0.0,0
